symbol,symbolName,fullName,shortJobTitle,transactionType,amount,reportedPrice,usdValue,eodHolding,transactionDate,symbolCode,hasOptions,symbolType
NXPI,Nxp Semiconductors,Andrew Micallef,VP of Ops,Award,1335,0.0,280937,8621.0,2025-11-05,STK,Yes,1
NXPI,Nxp Semiconductors,Rafael Sotomayor,CEO,Award,1558,0.0,327865,6980.0,2025-11-05,STK,Yes,1
SHOP,Shopify Inc,Jean Niehaus,Gen Cou,Sell,1008,165.61,166936,2852.0,2025-11-05,STK,Yes,1
RBRK,Rubrik Inc Cl A,Kiran Kumar Choudary,CFO,Sell,3500,72.29,253015,510551.0,2025-11-05,STK,Yes,1
AVO,Mission Produce Inc,American Shareholder,N/A,Buy,49839,11.6902,582628,7165027.0,2025-11-05,STK,Yes,1
WDC,Western Digital Corp,Martin I Cole,Chair,Sell,10000,161.3212,1613212,39504.0,2025-11-05,STK,Yes,1
APPN,Appian Corp Cl A,Christopher Winters,N/A,Award,6104,0.0,179031,29782.0,2025-11-05,STK,Yes,1
LTRX,Lantronix Inc,James C Auker,N/A,Award,10387,0.0,48300,10387.0,2025-11-05,STK,Yes,1
LTRX,Lantronix Inc,Sailesh Chittipeddi,N/A,Award,13751,0.0,63943,23751.0,2025-11-05,STK,Yes,1
RITM,Rithm Capital Corp,Michael Nierenberg,Chair & CEO,Sell,297140,10.9969,3267619,1535690.0,2025-11-05,STK,Yes,1
PAHC,Phibro Anl Htlh A,Jack C Bendheim,Chair & CEO,Sell,7040,42.1561,296778,79240.0,2025-11-05,STK,Yes,1
DINO,HF Sinclair Corp,Vivek Garg,CAO,Sell,314,53.28,16730,3609.0,2025-11-05,STK,Yes,1
AXTI,Axt Inc,Dr David C Chang,N/A,Sell,100000,8.9404,894041,207744.0,2025-11-05,STK,Yes,1
GSAT,Globalstar,Rebecca S Clary,CFO,Award,9524,0.0,486963,120376.0,2025-11-05,STK,Yes,1
IOT,Samsara Inc Cl A,John Bicket,CTO,Sell,170000,38.891,6611470,935989.0,2025-11-05,STK,Yes,1
IOT,Samsara Inc Cl A,Sanjit Biswas,Chair & CEO,Sell,160000,38.9045,6224721,1542213.0,2025-11-05,STK,Yes,1
AVBC,Avidia Bancorp Inc,Robert D Cozzone,CEO,Buy,3277,15.2597,50006,54059.0,2025-11-05,STK,No,1
TAP,Molson Coors Brewing Company,David S Coors,N/A,Buy,2245,44.465,99823,375465.0,2025-11-05,STK,Yes,1
RFM,Rivernorth Flexible Municipal Income Fund Inc,American Shareholder,N/A,Buy,2165,14.45,31284,18675.0,2025-11-05,UIT,No,11
RMI,Rivernorth Opportunistic Municipal Income Fund,American Shareholder,N/A,Buy,1226,14.6665,17981,42731.0,2025-11-05,UIT,No,11
HRTG,Heritage Insurance Holdings,Kirk Lusk,CFO,Sell,20000,24.1758,483515,558756.0,2025-11-05,STK,Yes,1
STAG,Stag Industrial Inc,Michael C Chase,Chf Inv Of,Sell,13144,38.748,509303,9422.0,2025-11-05,STK,Yes,1
JMSB,John Marshall Bk Fal,Jonathan Craig Kinney,Chair,Buy,1200,18.7875,22546,606411.0,2025-11-05,STK,Yes,1
ADI,Analog Devices,Ray Stata,N/A,Sell,6250,232.8572,1455357,791667.0,2025-11-05,STK,Yes,1
AIR,AAR Corp,John Mcclain Holmes,Chair & CEO,Sell,38462,83.501,3211615,260141.0,2025-11-05,STK,Yes,1
RXRX,Recursion Pharmaceuticals Inc Cl A,Dr Najat Khan,Chf Com Off.,Award,84925,0.0,421228,753122.0,2025-11-05,STK,Yes,1
TEAM,Atlassian Corp,Michael Cannon-Brookes,CEO,Sell,7665,162.6603,1246791,291270.0,2025-11-05,STK,Yes,1
EXPD,Expeditors Intl,Jeffrey F Dickerman,Gen Cou & Sec,Sell,1500,134.17,201256,6151.0,2025-11-05,STK,Yes,1
FENC,Fennec Pharmaceuticals Inc,Rostislav Christov Raykov,N/A,Sell,4792,8.1,38815,82318.0,2025-11-05,STK,Yes,1
OHI,Omega Healthcare Investors,Charles Taylor Pickett,CEO,Buy,20000,43.1428,862856,24100.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Christine Mundkur,N/A,Award,1067,0.0,209975,7536.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Robert W Musslewhite,N/A,Award,1067,0.0,209975,2116.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Sudhakar Ramakrishna,N/A,Award,1067,0.0,209975,2116.0,2025-11-05,STK,Yes,1
CSTL,Castle Biosciences Inc,Derek J Maetzold,CEO,Sell,9373,30.8416,289079,314987.0,2025-11-05,STK,Yes,1
TEAM,Atlassian Corp,Scott Farquhar,N/A,Sell,7665,162.6606,1246793,291270.0,2025-11-05,STK,Yes,1
RGT,Royce Global Trust Inc,Charles M Royce,Sr. Adviser,Sell,8432,12.61,106328,813795.0,2025-11-05,UIT,No,11
OGN,Organon & Co.,Lynette Holzbaur,Contr.,Award,3037,0.0,19376,12948.0,2025-11-05,STK,Yes,1
TCBI,Texas Capital Bncsh,Anna M Alvarado,CLO,Award,5170,0.0,440588,23555.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Robert Azelby,N/A,Award,1067,0.0,209975,4085.0,2025-11-05,STK,Yes,1
LLY,Eli Lilly and Company,American Shareholder,N/A,Sell,219474,936.6282,205565537,93752410.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Michelle Brennan,N/A,Award,1067,0.0,209975,8086.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Sheri H Edison,N/A,Award,1067,0.0,209975,14848.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,David C Evans,N/A,Award,1067,0.0,209975,15373.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Patricia A Hemingway Hall,N/A,Award,1067,0.0,209975,32264.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Akhil Johri,N/A,Award,1067,0.0,209975,22868.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Gregory B Kenny,Chair,Award,1702,0.0,334937,64194.0,2025-11-05,STK,Yes,1
CAH,Cardinal Health,Nancy Killefer,N/A,Award,1067,0.0,209975,27624.0,2025-11-05,STK,Yes,1
EVCM,Evercommerce Inc,Eric Richard Remer,Chair & CEO,Sell,19200,11.295,216864,9186186.0,2025-11-05,STK,Yes,1
IART,Integra Lifesciences,Dr Jeffrey A Graves,N/A,Buy,9000,11.35,102150,41086.0,2025-11-05,STK,Yes,1
CAT,Caterpillar Inc,William E Schaupp,CAO,Sell,1200,572.22,686664,1323.0,2025-11-05,STK,Yes,1
SXI,Standex International Corp,Vineet Kshirsagar,CSO,Sell,650,233.37,151690,5047.0,2025-11-05,STK,Yes,1
RMT,Royce Micro-Cap Trust,Charles M Royce,Advisor,Sell,200000,10.27,2054000,1080070.0,2025-11-05,UIT,No,11
FMCB,Farmers & Merchants Bancorp,Kevin Sanguinetti,N/A,Buy,10,1043.0,10431,8442.0,2025-11-05,STK:OTC,No,1
CSAI,Cloudastructure Inc Cl A,Sheldon Richard Bentley,N/A,Sell,50000,1.925,96250,100000.0,2025-11-05,STK,No,1
TRC,Tejon Ranch Company,Norman J Metcalfe,Chair,Award,1423,0.0,22726,88187.0,2025-11-05,STK,Yes,1
TRC,Tejon Ranch Company,Jeffrey Joseph Mccall,N/A,Award,1814,0.0,28969,6299.0,2025-11-05,STK,Yes,1
TRC,Tejon Ranch Company,Eric H Speron,N/A,Award,1032,0.0,16481,3603.0,2025-11-05,STK,Yes,1
TRC,Tejon Ranch Company,Kenneth G Yee,N/A,Award,1032,0.0,16481,3249.0,2025-11-05,STK,Yes,1
TRC,Tejon Ranch Company,Gregory S Bielli,N/A,Award,1032,0.0,16481,446462.0,2025-11-05,STK,Yes,1
TRC,Tejon Ranch Company,Anthony L Leggio,N/A,Award,1267,0.0,20233,55006.0,2025-11-05,STK,Yes,1
TRC,Tejon Ranch Company,Steven A Betts,N/A,Award,1502,0.0,23987,47868.0,2025-11-05,STK,Yes,1
TRC,Tejon Ranch Company,Denise A Gammon,N/A,Award,1032,0.0,16481,3603.0,2025-11-05,STK,Yes,1
NSC,Norfolk Southern Corp,Sameh Fahmy,N/A,Buy,1650,282.97,466900,12000.0,2025-11-05,STK,Yes,1
TEAF,Tortoise Sustainable and Social Impact Term Fund,American Shareholder,N/A,Sell,340213,12.4336,4230072,1189792.0,2025-11-05,UIT,No,11
AFB,Alliance National Municipal,American Shareholder,N/A,Sell,53120,11.0016,584405,2888862.0,2025-11-05,UIT,No,11
MEGI,Nyli CBRE Global Infrastructure Megatrends Term,American Shareholder,N/A,Sell,79337,13.9765,1108854,5970260.0,2025-11-05,UIT,No,11
ASA,ASA Gold and Precious Metals,American Shareholder,N/A,Buy,20998,44.4984,934377,5166512.0,2025-11-05,UIT,Yes,11
ECAT,Blackrock ESG Capital Allocation Trust,American Shareholder,N/A,Sell,52969,16.3,863395,27174673.0,2025-11-05,UIT,No,11
NQP,Nuveen Pennsylvania Investment,American Shareholder,N/A,Sell,99341,12.0641,1198460,4309222.0,2025-11-05,UIT,No,11
AREC,American Resources Corp,American Shareholder,N/A,Sell,211865,4.0141,850447,11178095.0,2025-11-05,STK,Yes,1
BPRN,Princeton Bancorp Inc,Martin Tuchman,N/A,Buy,2003,32.2505,64598,768982.0,2025-11-05,STK,No,1
CSBB,Csb Bancorp Inc,Vikki G Briggs,N/A,Buy,600,51.0,30600,15395.0,2025-11-05,STK:OTC,No,1
VICR,Vicor Corp,Robert Gendron,Mktg,Sell,5374,94.0,505155,0.0,2025-11-05,STK,Yes,1
GCBC,Greene County Bncp,Tejraj S Hada,N/A,Buy,1545,22.5107,34779,24557.0,2025-11-05,STK,No,1
TDUP,Thredup Inc Cl A,Daniel J Nova,N/A,Buy,65000,8.0354,522300,607807.0,2025-11-05,STK,Yes,1
IDCC,Interdigital Inc,Dr. Rajesh Pankaj,CTO,Sell,964,375.31,361799,64157.0,2025-11-05,STK,Yes,1
NVCT,Nuvectis Pharma Inc,Matthew L Kaplan,N/A,Buy,11000,5.84,64240,124760.0,2025-11-05,STK,Yes,1
NVCT,Nuvectis Pharma Inc,Dr Juan Sanchez,N/A,Buy,13000,5.79,75270,78565.0,2025-11-05,STK,Yes,1
NVCT,Nuvectis Pharma Inc,Ron Bentsur,Chair & CEO,Buy,5000,5.72,28600,3525924.0,2025-11-05,STK,Yes,1
BNTX,Biontech Se ADR,Helmut Wolfgang Jeggle,Chair,Sell,150000,103.43,15514501,875967.0,2025-11-05,STK,Yes,1
BE,Bloom Energy Corp Cl A,The Honourable Mary K Bush,N/A,Sell,36000,142.82,5141520,133524.0,2025-11-05,STK,Yes,1
AXTI,Axt Inc,Gary L Fischer,CFO,Sell,32455,9.2088,298871,485969.0,2025-11-05,STK,Yes,1
CORT,Corcept Therapeutics,Dr Joseph K Belanoff,CEO,Sell,40000,74.578,2983119,2741370.0,2025-11-05,STK,Yes,1
BTM,Bitcoin Depot Inc,Brandon Taylor Mintz,Chair & CEO,Sell,349736,2.6125,913685,0.0,2025-11-05,STK,Yes,1
ARQT,Arcutis Biotherapeutics Inc,Dr Patrick Burnett,CMO,Sell,3864,23.7172,91643,98325.0,2025-11-05,STK,Yes,1
ALK,Alaska Air Group,Benito Minicucci,CEO,Award,3942,0.0,159336,157911.0,2025-11-05,STK,Yes,1
AEHR,Aehr Test Systems,Howard T Slayen,N/A,Sell,6000,25.7262,154357,218328.0,2025-11-05,STK,Yes,1
APG,Api Group Corp,Sir Martin E Franklin,Co-Chair,Sell,900000,35.9364,32342759,19527403.0,2025-11-05,STK,Yes,1
OSPN,Onespan Inc,Michael Mcconnell,N/A,Buy,50000,11.96,598000,83763.0,2025-11-05,STK,Yes,1
ZIP,Ziprecruiter Inc Cl A,Ian H Siegel,CEO,Sell,29166,4.1305,120470,422679.0,2025-11-05,STK,Yes,1
ZIP,Ziprecruiter Inc Cl A,Timothy G Yarbrough,CFO,Sell,6069,4.0549,24610,393761.0,2025-11-05,STK,Yes,1
CNS,Cohn & Steers Inc,Asst.Prof.Dr Robert Hamilton Steers,Co-Chair,Buy,100888,67.984,6858770,11965682.0,2025-11-05,STK,Yes,1
UWMC,Uwm Hldg Corp,Mat Ishbia,Chair & CEO,Sell,1192712,5.725,6828276,5916245.0,2025-11-05,STK,Yes,1
PB,Prosperity Bancshares,Ned S Holmes,N/A,Sell,1100,66.8371,73521,324018.0,2025-11-05,STK,Yes,1
STX,Seagate Technology Hldgs Plc,Ban Seng Teh,Chf Com Off.,Sell,6000,270.0,1620000,12041.0,2025-11-05,STK,Yes,1
PLXS,Plexus Corp,Todd P Kelsey,CEO,Sell,4000,144.3,577200,58714.0,2025-11-05,STK,Yes,1
PATH,Uipath Inc Cl A,Daniel Dines,Chair & CEO,Sell,45000,15.0748,678365,29288585.0,2025-11-05,STK,Yes,1
NCSM,Ncs Multistage Holdings Inc,Robert Nipper,N/A,Sell,1000,40.0,40000,122051.0,2025-11-05,STK,No,1
ATGE,Adtalem Global Education Inc,Kenneth J Phelan,N/A,Buy,508,98.29,49931,18783.0,2025-11-05,STK,Yes,1
NXG,Nxg Nextgen Infrastructure Income Fund,John Howard Alban,N/A,Buy,1000,50.38,50380,1000.0,2025-11-05,UIT,No,11
GBCI,Glacier Bancorp Inc,Ron J Copher,CFO & Treas,Buy,2400,41.17,98809,127775.0,2025-11-05,STK,Yes,1
GBCI,Glacier Bancorp Inc,Randall Chesler,CEO,Buy,2437,40.91,99698,134077.0,2025-11-05,STK,Yes,1
VIRT,Virtu Financial Cm A,Virginia Gambale,N/A,Sell,3875,34.57,133958,26928.0,2025-11-04,STK,Yes,1
OPXS,Optex Systems Hlds,Judd Dayton,N/A,Award,4000,0.0,66960,862606.0,2025-11-04,STK,No,1
OPXS,Optex Systems Hlds,Rahul Rimmy Malhotra,N/A,Award,4000,0.0,66960,100165.0,2025-11-04,STK,No,1
OPXS,Optex Systems Hlds,Dale E Lehmann,N/A,Award,4000,0.0,66960,122721.0,2025-11-04,STK,No,1
DNLI,Denali Therapeutics Inc,Timothy Van Hauwermeiren,N/A,Award,10632,0.0,158629,10632.0,2025-11-04,STK,Yes,1
PEN,Penumbra Inc,Harpreet Grewal,N/A,Sell,186,227.58,42330,8516.0,2025-11-04,STK,Yes,1
PSTG,Pure Storage Inc,Patrick S Finn,Chf Revenue Of,Award,92896,0.0,8834410,93951.0,2025-11-04,STK,Yes,1
HOLX,Hologic Inc,Stephen P Macmillan,Chair & CEO,Award,83589,0.0,6194781,2465042.0,2025-11-04,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Robert G Baugnon,SVP.,Award,4565,0.0,511372,26798.0,2025-11-04,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Gregory A Hoffman,CFO,Award,6601,0.0,739445,43744.0,2025-11-04,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Judson Ryan Brooks,Gen Cou,Award,5229,0.0,585752,30483.0,2025-11-04,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Fred Julius Smith iii,CEO,Award,19721,0.0,2209146,69329.0,2025-11-04,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Ned N Fleming IV,Bus Dev,Award,4565,0.0,511372,55426.0,2025-11-04,STK,Yes,1
CRC,California Resources Corp,Christopher D Gould,Div. EVP,Award,26472,0.0,1234918,140567.0,2025-11-04,STK,Yes,1
SYM,Symbotic Inc,Todd Krasnow,N/A,Sell,4000,76.7514,307005,40000.0,2025-11-04,STK,Yes,1
SEI,Solaris Energy Infrastructure Inc,American Shareholder,N/A,Sell,2114783,50.15,106056368,0.0,2025-11-04,STK,Yes,1
W,Wayfair Inc,Kate Gulliver,CFO,Sell,9612,102.2,982346,175497.0,2025-11-04,STK,Yes,1
EBAY,Ebay Inc,Jordan Douglas Bradley Sweetnam,Chf Com Off.,Sell,861,81.5402,70207,2862.0,2025-11-04,STK,Yes,1
META,Meta Platforms Inc,Jennifer Newstead,CLO,Sell,519,628.0,325932,27237.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Douglas R Mcandrew,EVP,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
CIFR,Cipher Mining Inc,Will Iwaschuk,Co-Pres.,Sell,173094,22.52,3898077,1054488.0,2025-11-04,STK,Yes,1
COF,Capital One Financial Corp,Richard D Fairbank,Chair & CEO,Sell,50000,220.6845,11034225,4001228.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Timothy F Ryan,CLO & Sec.,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Giovanni Gallara,Chf Clinical Off,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Michael A Kosuth,COO,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Greg M Gilbert,EVP,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,John A Delorimier,EVP,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Jonathan P Conser,CGO,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,John Robert Anderson JR,CMO,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Su Zan Nelson,CAO,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
HOOD,Robinhood Markets Inc Cl A,Steven M Quirk,Chf Off.,Sell,24175,140.6138,3399339,70279.0,2025-11-04,STK,Yes,1
JBLU,Jetblue Airways Corp,Peter Boneparth,Chair,Buy,50000,4.12,206000,110398.0,2025-11-04,STK,Yes,1
AGYS,Agilysys Inc,William David Wood iii,CFO,Sell,236,125.2,29548,41052.0,2025-11-04,STK,Yes,1
CWST,Casella Waste Sys,Emily Nagle Green,N/A,Sell,1116,89.38,99748,22486.0,2025-11-04,STK,Yes,1
ORLY,O'Reilly Automotive,John R Murphy,N/A,Sell,3125,92.6004,289376,12685.0,2025-11-04,STK,Yes,1
MTDR,Matador Resources Company,Reynald A Baribault,N/A,Buy,400,38.49,15396,145725.0,2025-11-04,STK,Yes,1
WCC,Wesco International,Diane E Lazzaris,Gen Cou,Sell,7522,255.9968,1925608,45401.0,2025-11-04,STK,Yes,1
EXAS,Exact Sciences Cor,Brian Baranick,Div. GM,Sell,2858,70.08,200288,23038.0,2025-11-04,STK,Yes,1
CASH,Pathward Financial Inc,Brett L Pharr,CEO,Award,34718,0.0,2326801,80792.0,2025-11-04,STK,Yes,1
CASH,Pathward Financial Inc,Anthony M Sharett,Pres.,Award,13612,0.0,912276,34379.0,2025-11-04,STK,Yes,1
CASH,Pathward Financial Inc,Charles C Ingram,CIO,Award,4598,0.0,308158,28541.0,2025-11-04,STK,Yes,1
CASH,Pathward Financial Inc,Nadia Dombrowski,CLO,Award,4545,0.0,304606,9648.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Matthew T Dicanio,CFO,Award,180000,0.0,3484800,360000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Michael D Rhine,EVP,Award,40000,0.0,774400,80098.0,2025-11-04,STK,Yes,1
EXAS,Exact Sciences Cor,James Herriott,VP/GC/Secy,Sell,1500,70.08,105120,14141.0,2025-11-04,STK,Yes,1
MSM,Msc Industrial Direct Company,Julie Valsa Rockett,Div. VP.,Award,231,0.0,19977,1365.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Robert A Ortenzio,N/A,Award,7748,0.0,150001,8268222.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Vipin Gopal,N/A,Award,15496,0.0,300002,15496.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,William Keith Newton,CEO,Award,225000,0.0,4356000,482831.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Daniel Thomas,N/A,Award,7748,0.0,150001,74000.0,2025-11-04,STK,Yes,1
CRC,California Resources Corp,Francisco J Leon,CEO,Award,84710,0.0,3951722,299409.0,2025-11-04,STK,Yes,1
CRC,California Resources Corp,Michael L Preston,Gen Cou & Sec,Award,47649,0.0,2222826,116727.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Danielle Kendall,HR,Award,40000,0.0,774400,80000.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Thomas A Devasia,CMO,Award,60000,0.0,1161600,120000.0,2025-11-04,STK,Yes,1
NATR,Nature S Sunshine,Leslie Shane Jones,CFO,Award,4004,0.0,55055,108592.0,2025-11-04,STK,Yes,1
NATR,Nature S Sunshine,Nathan G Brower,Gen Cou,Award,3243,0.0,44591,50535.0,2025-11-04,STK,Yes,1
NATR,Nature S Sunshine,Martin A Gonzalez,Global Ops,Award,5795,0.0,79681,69640.0,2025-11-04,STK,Yes,1
NATR,Nature S Sunshine,Bryant J Yates,Reg. EVP,Award,3940,0.0,54175,100304.0,2025-11-04,STK,Yes,1
NATR,Nature S Sunshine,Daniel C. Norman,EVP,Award,3940,0.0,54175,75520.0,2025-11-04,STK,Yes,1
NATR,Nature S Sunshine,Jonathan D Lanoy,CAO,Award,1796,0.0,24696,51233.0,2025-11-04,STK,Yes,1
KBH,KB Home,Albert Z Praw,EVP Bus Dev,Sell,20284,60.08,1218663,104062.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Brigid Bonner,N/A,Award,15496,0.0,300002,15496.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Marc R Watkins,N/A,Award,7748,0.0,150001,20740.0,2025-11-04,STK,Yes,1
CRC,California Resources Corp,Jay A Bys,Chf Com Off.,Award,26472,0.0,1234918,168635.0,2025-11-04,STK,Yes,1
CRC,California Resources Corp,Clio C. Crespy,CFO,Award,42355,0.0,1975860,89376.0,2025-11-04,STK,Yes,1
CRC,California Resources Corp,Omar Hayat,COO,Award,42355,0.0,1975860,95038.0,2025-11-04,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Dr Cheryl Pegus,N/A,Award,7748,0.0,150001,20740.0,2025-11-04,STK,Yes,1
COF,Capital One Financial Corp,Matthew W Cooper,Gen Cou & Co Sec,Sell,2000,219.41,438820,96486.0,2025-11-04,STK,Yes,1
VMC,Vulcan Materials Company,Thompson S Baker Ii,Pres.,Sell,5818,292.26,1700375,51728.0,2025-11-04,STK,Yes,1
RXRX,Recursion Pharmaceuticals Inc Cl A,Christopher Gibson,CEO,Sell,40000,5.21,208400,954229.0,2025-11-04,STK,Yes,1
HOLX,Hologic Inc,Karleen Marie Oberton,CFO,Award,17095,0.0,1266910,119203.0,2025-11-04,STK,Yes,1
HOLX,Hologic Inc,Jan Verstreken,Div. Pres.,Award,15196,0.0,1126176,119010.0,2025-11-04,STK,Yes,1
HOLX,Hologic Inc,Essex D Mitchell,COO,Award,9116,0.0,675587,37474.0,2025-11-04,STK,Yes,1
HOLX,Hologic Inc,Benjamin Jordan Cohn,PAO,Award,2656,0.0,196836,14283.0,2025-11-04,STK,Yes,1
HOLX,Hologic Inc,Mark W Horvath,Div. Pres.,Award,2278,0.0,168822,9681.0,2025-11-04,STK,Yes,1
ETSY,Etsy Inc,Richard Edward Colburn iii,CTO,Sell,3200,57.8,184960,4387.0,2025-11-04,STK,Yes,1
HII,Huntington Ingalls Industries,Victoria D Harker,N/A,Sell,1000,316.605,316605,2523.0,2025-11-04,STK,Yes,1
SGMT,Sagimet Biosciences Inc Series A,Elizabeth Rozek,Gen Cou & CCO,Award,9855,0.0,74996,193581.0,2025-11-04,STK,Yes,1
ZM,Zoom Communications Inc,Santiago Subotovsky,N/A,Sell,2475,84.1462,208262,152557.0,2025-11-04,STK,Yes,1
RMCF,Rocky MT Chocolate,Jeffrey Richart Geygan,Int. CEO,Buy,8935,1.6389,14643,1973134.0,2025-11-04,STK,No,1
CORZ,Core Scientific Inc,Eric Weiss,N/A,Buy,5000,21.5,107500,226687.0,2025-11-04,STK,Yes,1
HII,Huntington Ingalls Industries,Nicolas G Schuck,CAO,Sell,466,314.355,146389,2418.0,2025-11-04,STK,Yes,1
NXPI,Nxp Semiconductors,Jennifer B Wuamett,Gen Cou & Sec,Sell,7413,207.0063,1534537,19175.0,2025-11-04,STK,Yes,1
LAUR,Laureate Education Inc,Marcelo Cardoso,COO,Sell,70000,29.0,2030000,311165.0,2025-11-04,STK,Yes,1
ENR,Energizer Holdings Inc,Sara B Hampton,CAO,Award,1534,0.0,36080,5719.0,2025-11-04,STK,Yes,1
FSLR,First Solar Inc,Georges J Antoun,Chf Com Off.,Sell,37412,265.0122,9914636,15424.0,2025-11-04,STK,Yes,1
TVTX,Travere Therapeutics Inc,Sandra Calvin,PAO,Sell,5865,36.0,211140,48545.0,2025-11-04,STK,Yes,1
SNBR,Sleep Number Corp,Stephen L Gulis Jr,N/A,Award,49746,0.0,273603,98085.0,2025-11-04,STK,Yes,1
TZOO,Travelzoo Inc,American Shareholder,N/A,Sell,10000,7.75,77500,3782696.0,2025-11-04,STK,Yes,1
DASH,Doordash Inc Cl A,Ashley Still,N/A,Sell,63,239.66,15099,6265.0,2025-11-04,STK,Yes,1
PSMT,Pricesmart Inc,John D Hildebrandt,COO,Sell,10000,115.1,1151000,116473.0,2025-11-04,STK,Yes,1
NJR,Newjersey Resources Corp,Richard Reich,Gen Cou & Sec,Award,7060,0.0,316641,35494.0,2025-11-04,STK,Yes,1
NJR,Newjersey Resources Corp,Amy Cradic,Div. Sr.VP,Award,12917,0.0,579327,52057.0,2025-11-04,STK,Yes,1
NJR,Newjersey Resources Corp,Roberto Bel,CFO,Award,5583,0.0,250397,25885.0,2025-11-04,STK,Yes,1
NJR,Newjersey Resources Corp,Lori Delgiudice,HR,Award,6716,0.0,301213,20815.0,2025-11-04,STK,Yes,1
NJR,Newjersey Resources Corp,Stephen Skrocki,PAO,Award,1263,0.0,56646,7129.0,2025-11-04,STK,Yes,1
NJR,Newjersey Resources Corp,Stephen D Westhoven,CEO,Award,51189,0.0,2295826,247786.0,2025-11-04,STK,Yes,1
NJR,Newjersey Resources Corp,Jacqueline K Shea,CIO,Award,7938,0.0,356019,40364.0,2025-11-04,STK,Yes,1
NJR,Newjersey Resources Corp,Patrick J Migliaccio,COO,Award,11501,0.0,515820,42011.0,2025-11-04,STK,Yes,1
PNC,PNC Bank,Michael Duane Thomas,VP.,Sell,1000,183.573,183572,5802.0,2025-11-04,STK,Yes,1
CALX,Calix Inc,Carl Russo,Chair,Sell,420000,64.0937,26919353,5461040.0,2025-11-04,STK,Yes,1
NIC,Nicolet Bankshares Inc,Christopher J Ghidorzi,N/A,Buy,105,121.52,12760,11816.0,2025-11-04,STK,Yes,1
TRMK,Trustmark Corp,Tracy T Conerly,N/A,Sell,8000,37.215,297720,14921.0,2025-11-04,STK,Yes,1
AMRZ,Amrize Ltd,Jaime Hill,Div. Pres.,Buy,4000,50.685,202740,18101.0,2025-11-04,STK,Yes,1
TTMI,TTM Technologies,Steven Spoto,Div. Pres.,Sell,1000,66.95,66950,27649.0,2025-11-04,STK,Yes,1
BBT,Beacon Financial Corporation,Thomas J Hollister,N/A,Buy,4200,24.66,103572,30393.0,2025-11-04,STK,Yes,1
BBT,Beacon Financial Corporation,Mary Anne Callahan,N/A,Buy,4000,24.67,98679,33374.0,2025-11-04,STK,Yes,1
HNVR,Hanover Bancorp Inc,Robert Golden,Lead Indpdt. Dir,Sell,5000,21.2495,106247,410859.0,2025-11-04,STK,No,1
